Date,Experiment,Proposed Regime,Regime Description,Proposed Strategy,Implemented Regime,Implemented Strategy,Proposed Turnover,Actual Turnover,Transaction Cost,Executed Rebalance,Skipped Due To Threshold
2016-08-26,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-08-29,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-08-30,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-08-31,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-01,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.005447615233163561,0.0,0.0,False,True
2016-09-02,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-06,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-07,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-08,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-09,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-12,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-13,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-14,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-15,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-16,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-19,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-20,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-21,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-22,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-23,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-26,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-27,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-28,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-29,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-09-30,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-03,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.0043396625856106374,0.0,0.0,False,True
2016-10-04,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-05,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-06,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-07,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-10,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-11,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-12,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-13,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-14,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-17,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-18,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-19,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-20,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-21,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-24,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-25,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-26,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-27,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-28,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-10-31,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2016-11-01,Monthly 20% Threshold,3.0,Commodity strength / inflation-like,Equal Weight,3,Equal Weight,1.6,1.6,36.662895489982766,True,False
2016-11-02,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-03,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-04,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-07,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-08,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-09,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-10,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-11,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-14,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-15,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-16,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-17,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-18,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-21,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-22,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-23,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-25,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-28,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-29,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-11-30,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-01,Monthly 20% Threshold,3.0,Commodity strength / inflation-like,Equal Weight,3,Equal Weight,0.04367742341529193,0.0,0.0,False,True
2016-12-02,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-05,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-06,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-07,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-08,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-09,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-12,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-13,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-14,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-15,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-16,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-19,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-20,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-21,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-22,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-23,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-27,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-28,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-29,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2016-12-30,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-03,Monthly 20% Threshold,3.0,Commodity strength / inflation-like,Equal Weight,3,Equal Weight,0.05823834561068364,0.0,0.0,False,True
2017-01-04,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-05,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-06,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-09,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-10,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-11,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-12,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-13,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-17,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-18,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-19,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-20,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-23,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-24,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-25,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-26,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-27,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-30,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-01-31,Monthly 20% Threshold,,,,3,Equal Weight,0.0,0.0,0.0,False,False
2017-02-01,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,1.6031517508808237,1.6031517508808237,37.623412841276206,True,False
2017-02-02,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-03,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-06,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-07,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-08,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-09,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-10,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-13,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-14,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-15,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-16,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-17,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-21,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-22,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-23,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-24,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-27,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-02-28,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-01,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.014989892854181397,0.0,0.0,False,True
2017-03-02,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-03,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-06,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-07,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-08,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-09,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-10,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-13,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-14,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-15,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-16,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-17,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-20,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-21,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-22,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-23,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-24,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-27,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-28,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-29,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-30,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-03-31,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-03,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.015201360712471135,0.0,0.0,False,True
2017-04-04,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-05,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-06,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-07,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-10,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-11,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-12,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-13,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-17,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-18,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-19,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-20,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-21,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-24,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-25,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-26,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-27,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-04-28,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-01,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.014653345726059586,0.0,0.0,False,True
2017-05-02,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-03,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-04,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-05,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-08,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-09,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-10,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-11,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-12,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-15,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-16,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-17,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-18,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-19,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-22,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-23,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-24,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-25,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-26,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-30,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-05-31,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-01,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.01740874362115541,0.0,0.0,False,True
2017-06-02,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-05,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-06,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-07,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-08,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-09,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-12,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-13,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-14,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-15,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-16,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-19,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-20,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-21,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-22,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-23,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-26,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-27,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-28,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-29,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-06-30,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-03,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.022862408522203503,0.0,0.0,False,True
2017-07-05,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-06,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-07,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-10,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-11,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-12,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-13,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-14,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-17,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-18,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-19,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-20,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-21,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-24,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-25,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-26,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-27,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-28,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-07-31,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-01,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.030737690813062546,0.0,0.0,False,True
2017-08-02,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-03,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-04,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-07,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-08,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-09,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-10,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-11,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-14,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-15,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-16,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-17,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-18,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-21,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-22,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-23,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-24,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-25,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-28,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-29,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-30,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-08-31,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-01,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.025259761266160474,0.0,0.0,False,True
2017-09-05,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-06,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-07,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-08,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-11,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-12,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-13,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-14,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-15,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-18,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-19,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-20,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-21,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-22,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-25,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-26,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-27,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-28,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-09-29,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-02,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.04155484141881721,0.0,0.0,False,True
2017-10-03,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-04,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-05,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-06,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-09,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-10,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-11,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-12,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-13,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-16,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-17,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-18,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-19,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-20,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-23,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-24,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-25,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-26,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-27,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-30,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-10-31,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-11-01,Monthly 20% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.053374855867267035,0.0,0.0,False,True
2017-11-02,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-11-03,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-11-06,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-11-07,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2017-11-08,Monthly 20% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
